deposit,0.54590758634431902
domain,0.57713590744074317
colon,0.61102621088055953
select,0.61468299524291614
stain,0.61544134364424485
intensity,0.62727520950155791
kidney,0.63218957740972059
exhibit,0.65661445622992709
130,0.6595986765202011
liver,0.68172540730422349
comprise,0.68255140481206544
capable,0.68255464399164056
bind,0.68901354472682597
respectively,0.70032608965673548
production,0.70716720173142933
19,0.71223470697786462
tissue,0.71924593113039803
stomach,0.71964752495026152
type,0.7201467327842298
23,0.72092319102585778
consist,0.72160968302353667
normal,0.72784520846085687
brain,0.73201451889308478
cell,0.73227818952577994
claim,0.73790665934177258
13,0.73871174109695503
9,0.74361186085733721
lung,0.74416801239783803
determine,0.75224293472844761
collection,0.75638399505906351
condition,0.77377484588688517
culture,0.77777763580275494
process,0.78894318034055744
breast,0.79905817246860555
line,0.79939939429418461
5,0.80278244900324591
produce,0.8038454265288002
least,0.8043135315622687
also,0.80487361988312345
heart,0.81647658737662199
strong,0.82005395293686079
20,0.82023862354373467
10,0.82480008959488638
human,0.82672582349285639
group,0.82882472312771871
blood,0.83553506744450068
cancer,0.83555826041909986
red,0.84240723052620259
one,0.84607770856170739
american,0.84849443238724254
skin,0.84878238663602046
2,0.85572026023814096
less,0.85961388243902492
provide,0.86167690493110327
1,0.87098683479108607
no,0.87325609716650299
three,0.8732865997428999
